CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | android-basics-with-compose | Android Basics with Compose | module=6 chapter=5 | UI Testing with Compose Test | expected=8 stored=8 | course_imported=2026-09-12T12:17:21.832Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=1 chapter=1 | Why Angular? Understanding the Framework and its Ecosystem | expected=8 stored=8 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=1 chapter=2 | Setting Up Your Development Environment | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=1 chapter=3 | Your First Angular Application: Deconstructing `app.component` | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=2 chapter=1 | Understanding Components: The Heart of Angular Applications | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=2 chapter=2 | Property Binding: Passing Data into Components | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=2 chapter=3 | Event Binding: Reacting to User Interactions | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=3 chapter=1 | Component Lifecycle Hooks | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=3 chapter=2 | Advanced Component Interaction (@ViewChild, @ContentChild, Template Variables) | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=3 chapter=3 | Custom Structural and Attribute Directives | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=3 chapter=4 | Services & Dependency Injection | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=4 chapter=1 | Introduction to Angular Routing & Basic Setup | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=4 chapter=2 | Navigating Programmatically & Route Parameters | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=4 chapter=3 | Child Routes & Route Guards | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=4 chapter=4 | Lazy Loading & Resolving Data | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=5 chapter=1 | Introduction to Angular Forms & Template-Driven Forms Basics | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=5 chapter=2 | Deeper Dive into Template-Driven Forms: Validation & Styling | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=5 chapter=3 | Introduction to Reactive Forms: Setup & Basic Controls | expected=8 stored=8 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=5 chapter=4 | Reactive Forms Validation & Dynamic Controls | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=5 chapter=5 | Advanced Reactive Forms: Custom Controls & Error Handling Strategies | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=6 chapter=1 | Introduction to HTTP & HttpClient | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=6 chapter=2 | Handling HTTP Requests & Responses | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=6 chapter=3 | Error Handling & Interceptors | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=6 chapter=4 | Authentication & Authorization with HTTP | expected=9 stored=9 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | angular-the-complete-guide-2024-edition | Angular ΓÇô The Complete Guide (2024 Edition) | module=6 chapter=5 | Deployment Strategies for Angular Applications | expected=8 stored=8 | course_imported=2026-09-10T13:14:56.935Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=1 | Defining Artificial Intelligence: Beyond the Hype | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=2 | The Evolution of AI: From Logic to Learning | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=3 | Core AI Technologies: A Business Perspective | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=4 | AI's Impact on Industry Verticals: Case Studies | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=5 | The AI-Driven Competitive Advantage: Reshaping Business Models | expected=11 stored=11 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=1 chapter=6 | Ethical AI and Responsible Innovation: A Strategic Imperative | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | artificial-intelligence-implications-for-business-strategy | Artificial Intelligence: Implications for Business Strategy | module=2 chapter=1 | Machine Learning Fundamentals for Business Leaders | expected=12 stored=12 | course_imported=2026-09-15T12:00:38.074Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=1 chapter=1 | Introduction to Blazor and Its Ecosystem | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=1 chapter=2 | Your First Blazor Project: Structure and Components | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=1 chapter=3 | Understanding Razor Syntax and Component Interaction | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=2 chapter=1 | Building Your First Blazor Component | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=2 chapter=2 | Component Lifecycle and State Management | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=2 chapter=3 | Event Handling, Data Binding, and Component Interaction | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=3 chapter=1 | Introduction to Blazor Routing | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=3 chapter=2 | Query Strings and Route Constraints | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=3 chapter=3 | Component Parameters and Cascading Parameters | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=3 chapter=4 | Basic State Management Patterns | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=4 chapter=1 | Consuming RESTful APIs from Blazor WebAssembly | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=4 chapter=2 | Interacting with Server-Side Data in Blazor Server | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=4 chapter=3 | Building and Consuming Custom Web APIs for Blazor | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=4 chapter=4 | Advanced Data Handling: Loading States, Error Handling, and Pagination | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=5 chapter=1 | Component Lifecycle and Event Handling | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=5 chapter=2 | JavaScript Interoperability (JS Interop) | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=5 chapter=3 | Templated Components and Render Fragments | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=5 chapter=4 | Authentication and Authorization in Blazor | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=5 chapter=5 | Advanced Routing and Deep Linking | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=6 chapter=1 | Project Setup and Initial Structure | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=6 chapter=2 | Data Modeling and Backend API Integration | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=6 chapter=3 | Building Interactive UI Components and Forms | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=6 chapter=4 | Authentication, Authorization, and State Management Refinement | expected=9 stored=9 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | blazor-bootcamp | Blazor Bootcamp | module=6 chapter=5 | Deployment and Best Practices | expected=8 stored=8 | course_imported=2026-09-12T12:18:26.322Z
Computer Science | c-programming-with-linux-specialization | C Programming with Linux Specialization | module=1 chapter=1 | ΓÇö Navigating the Linux Command Line for Developers | expected=9 stored=9 | course_imported=2026-09-01T10:54:05.427Z
Computer Science | c-programming-with-linux-specialization | C Programming with Linux Specialization | module=1 chapter=2 | ΓÇö Setting Up Your Linux Development Environment (VM or WSL) | expected=9 stored=9 | course_imported=2026-09-01T10:54:05.427Z
Computer Science | c-programming-with-linux-specialization | C Programming with Linux Specialization | module=1 chapter=3 | ΓÇö Your First C Program: Compile and Run | expected=9 stored=9 | course_imported=2026-09-01T10:54:05.427Z
Computer Science | c-programming-with-linux-specialization | C Programming with Linux Specialization | module=2 chapter=1 | ΓÇö Variables, Data Types, and Constants | expected=9 stored=9 | course_imported=2026-09-01T10:54:05.427Z
